birthYear	no	clubId	recruitName	name	nameAlpha	language	meaning
2024	90	24090	ミクロコスモスの2024	ギャラクシス	Galaxis	独語	銀河（独）。母名より連想
2024	91	24091	ヴィータアレグリアの2024	アレグロビバーチェ	Allegro Vivace	伊語	快活に速く（音楽用語）。母名より連想
2024	92	24092	マスターワークの2024	モンビスキュイ	Mon Biscuit	仏語	私のビスケット（仏）。父名より連想
2024	93	24093	ティンバレスの2024	ティンバリートス	Timbalitos	西語	打楽器の一種。母名より連想
2024	94	24094	カイカセンゲンの2024	タイザンフクン	Taizanfukun	日本語/中国語由来	泰山府君、同名の能の謡曲に登場する桜の寿命を伸ばした神
2024	95	24095	アヌラーダプラの2024	ジョーティス	Jyotis	サンスクリット語	眩い輝きで、未来を明るく照らす光（サンスクリット）。母名より連想
2024	96	24096	レイパパレの2024	レイカーネ	Lei  Kane	ハワイ語	母名の一部＋ハワイ神話４大神の一柱、生命と創造の神。母名より連想
2024	97	24097	オーロトラジェの2024	イッソス	Issus	英語	イッソスの戦いより。歴史的な勝利の地。父名より連想
2024	98	24098	ドラムガールの2024	ダブルマチュアード	Double Matured	英語	ウイスキーの熟成技法の一つ。父名、母名より連想
2024	99	24099	レッドソンブレロの2024	リンドソンブレロ	Lindo Sombrero	西語	素敵な帽子（西）。母名より連想
2023	1	23001	プライストトゥパーフェクションの2023	インヴァリュアブル	Invaluable	英語	計り知れないほど貴重な。母名より連想
2023	2	23002	イーデンキーの2023	グリオンヴール	Grianmhar	アイルランド語	快晴（アイルランド語）。母の生産国より連想
2023	3	23003	ケイティーズハートの2023	エヴィーヴァ	Eviva	ギリシャ語	乾杯（ギリシャ語）。ギリシャ語で公現祭を意味する父名より連想
2023	4	23004	フロアクラフトの2023	ギリーズボール	Ghillies’ Ball	英語	イギリス王室が主催する舞踏会のひとつ。 母名より連想
2023	5	23005	アールブリュットの2023	パントルナイーフ	Peintre Naif	仏語	素朴派（仏）。近代アートのジャンル。母名より連想
2023	6	23006	ウラヌスチャームの2023	ウラヌスリング	Uranus Ring	英語	天王星の環。母名、母母名より連想
2023	7	23007	シーブルックの2023	サンダーストラック	Thunderstruck	英語	驚くべき。稲妻のような鮮烈な走りを期待して
2023	8	23008	ラッキーダイムの2023	セントゴーデンス	Saint Gaudens	英語	1900年代前半に米国で発行された20ドル金貨より。母名より連想
2023	9	23009	ラドラーダの2023	レイジングサージ	Raging Surge	英語	激しいうねり。父系の海の神、母系の風より連想
2023	10	23010	カヴァートラブの2023	ヴェイルドハート	Veiled Heart	英語	隠された情熱。母名より連想
2023	11	23011	コントラチェックの2023	カーブドフェザー	Curved Feather	英語	ダンスステップの種類の１つ。母名より連想
2023	12	23012	フェルミオンの2023	フェルミアーク	Fermi Arc	英語	物質表面に表れる特殊な表面状態。母名より連想
2023	13	23013	バウンスシャッセの2023	フォワードシャッセ	Forward Chasse	英語	社交ダンスのジャイブにおけるシャッセの種類。母名より連想
2023	14	23014	ビッグワールドの2023	ランザワールド	Run the World	英語	世界を動かす。母名より連想
2023	15	23015	シーリアの2023	ギャニミード	Ganymede	英語	戯曲「お気に召すまま」の登場人物名より。母、母母名より連想
2023	16	23016	ダイアナブライトの2023	カーマインジュエル	Carmine Jewel	英語	さくらんぼの品種の一つ。母名より連想
2023	17	23017	マリアライトの2023	シャンパンクォーツ	Champagne Quartz	英語	成功、達成、浄化という石言葉を持つパワーストーン。母名より連想
2023	18	23018	ルージュバックの2023	ボニープリンス	Bonnie Prince	英語	カクテルの一種。母名より連想
2023	19	23019	アロマドゥルセの2023	ベイツリー	Bay Tree	英語	本馬の誕生花。花言葉「勝利」「栄光」「輝ける未来」。母名より連想
2023	20	23020	アディクティドの2023	リコラピッド	Rico Rapido	西語	一攫千金（西）。父名、母名より連想
2023	21	23021	ディーパワンサの2023	トロフィーポーズ	Trophy Pose	英語	テニスでサーブを打つ時にとる姿勢。父名より連想
2023	22	23022	ランズエッジの2023	グラムエッジ	Glam Edge	英語	洗練されて魅力的に映る派手さ＋母名の一部
2023	23	23023	ライフフォーセールの2023	オルネーロ	Hornero	西語	アルゼンチンの国鳥。母の生産国より連想
2023	24	23024	ピースエンブレムの2023	ピュアエンブレム	Pure Emblem	英語	純真無垢＋母名の一部
2023	25	23025	シャンブルドットの2023	エクラドット	Eclat Dot	仏語	輝き（仏）＋点。輝きを放つ星々をイメージして
2023	27	23027	セレナズヴォイスの2023	サイモフェーン	Cymophane	英語	金緑石クリソベリルのキャッツアイ効果があるもの。父名より連想
2023	28	23028	カイカヨソウの2023	ペタルズダンス	Petals Dance	英語	花びらが舞う。母名より連想
2023	29	23029	ランウェイデビューの2023	ランウェイミューズ	Runway Muse	英語	母名の一部＋ブランドの象徴となるモデル（ファッション用語）
2023	30	23030	ウルクラフトの2023	エーデルクラフト	Edel Kraft	独語	高貴な力（独）。母名より連想
2023	31	23031	エンジェルフォールの2023	ガヴァルニー	Gavarnie	仏語	自然の大劇場と呼ばれる、滝で有名なフランスの圏谷。母名より連想
2023	32	23032	ポロンナルワの2023	ニルマーネル	Nil Mahanel	シンハラ語	スリランカの国花である熱帯睡蓮の一種。 母名より連想
2023	33	23033	ヴィータアレグリアの2023	ジョイアミーア	Gioia Mia	伊語	私の喜び（伊）。母名より連想
2023	34	23034	アトミカオロの2023	レダアトミカ	Leda Atomica	西語	ギリシャ神話の「レダと白鳥」を題材にした絵画。母名より連想
2023	35	23035	リラヴァティの2023	シーギリヤロック	Sigiriya Rock	英語	天空の宮殿として知られるスリランカの古都にある岩頸
2023	36	23036	エリスライトの2023	クレパスキュラー	Crepuscular	英語	黄昏のような。青い光を放つ水晶から。母名より連想
2023	37	23037	ブリガアルタの2023	ゾネブルーム	Zonnebloem	オランダ語	ひまわり（オランダ語）。オランダ出身の画家の代表作名。父名より
2023	38	23038	ローガンサファイアの2023	ラングロワブリッジ	Langlois Bridge	英語	ラングロワ橋。名画「アルルの跳ね橋」の英語名より。父名より連想
2023	39	23039	メリートの2023	パッセージピーク	Passage Peak	英語	オーストラリアのハミルトン島内で最も高い山。母の生産国、姉名より
2023	40	23040	ネオフレグランスの2023	ギルランダ	Ghirlanda	伊語	花冠（伊）。父名、母名より連想
2023	41	23041	コンダクトレスの2023	ラヴィニアパーク	Ravinia Park	英語	アメリカのシカゴにある有名な音楽祭の開催地。母名より連想
2023	42	23042	デスティノアーラの2023	リベルタアーラ	Liberta Ala	伊語	自由（伊）＋翼（伊）。母名より連想
2023	43	23043	サバンナズチョイスの2023	ブレイロックホール	Buley Rockhole	英語	オーストラリアのサバンナにある秘境の水場。母名より連想
2023	44	23044	プラチナブロンドの2023	デイトナチャンプ	Daytona Champ	英語	デイトナ24時間レースの王者。父名より連想
2023	45	23045	ローズノーブルの2023	プリヴィマーク	Privy Mark	英語	硬貨に刻印された小さくて特徴的なマーク。母名より連想
2023	46	23046	パドゥヴァルスの2023	バランソワール	Balancoire	仏語	振り子人形（仏）。 バレエの動作の一種。 母名より連想
2023	47	23047	クロウエアの2023	エリオステモン	Eriostemon	英語	白色の星型の花の名前。母名より連想
2023	48	23048	ベルクワイアの2023	カリヨンアヴォン	Carillon a Vent	仏語	風鈴（仏）。父名、母名より連想
2023	49	23049	アップライトスピンの2023	ルーリングクラス	Ruling Class	英語	支配階級。父名より連想
2023	50	23050	オリエンタルステップの2023	ザーフィル	Zaafir	アラビア語	勝利者、望みを達成した者に由来する人名より
2023	51	23051	トゥープレシャスの2023	ヒートエミッション	Heat Emission	英語	熱を放つ。熱く力強い走りを期待して
2023	52	23052	フィルムフェストの2023	フリッカーフェスト	Flickerfest	英語	国際的に有名な短編映画祭。母名より連想
2023	53	23053	ムーンティアーズの2023	フォルストランキル	Force Tranquille	仏語	ブラックパールの石言葉「静かな力強さ(仏）」。父名、母名より連想
2023	54	23054	レッチェバロックの2023	バロッカネーラ	Barocca Nera	伊語	黒いバロック様式（伊）。母の芸術性と父の力強さを反映
2023	55	23055	マジックアティテュードの2023	ラルヴァンダード	Larvandad	ペルシア語	シリアのキリスト教会における東方の三博士の一人。両親名より連想
2023	56	23056	シンハライトの2023	アランカール	Alankar	ヒンディー語	宝飾品（ヒンディー語）。母名より連想。輝かしい成績を収められる様
2023	57	23057	リスグラシューの2023	ジリアート	Gigliato	伊語	百合の印（伊）。母名より連想
2023	58	23058	サークリングⅡの2023	ビジュアライズ	Visualize	英語	思い描く。母名から連想した航空用語のビジュアルアプローチより
2023	59	23059	マラコスタムブラダの2023	バルセシート	Valsecito	西語	タンゴ（踊り）の一種。踊るように華麗に勝利することを願って
2023	60	23060	クルミネイトの2023	アクロフェイズ	Acrophase	英語	頂点位相。母名より連想
2023	61	23061	ココファンタジアの2023	コティノス	Kotinos	ギリシャ語	古代オリンピアの勝者に贈られるオリーブ冠。父名、母父名より連想
2023	62	23062	ミリッサの2023	セイロンブリーズ	Ceylon Breeze	英語	スリランカの旧称セイロンと爽やかな風をイメージ。 母名より連想
2023	63	23063	リカビトスの2023	パナテナイア	Panathenaea	英語	古代ギリシャのアテネで行われていた祭典。父名、母名より連想
2023	64	23064	ベルディーヴァの2023	シャンドラファール	Chant du Rafale	仏語	一陣の風の詩（仏）。母名より連想
2023	65	23065	エリティエールの2023	ガルディエンヌ	Gardienne	仏語	守護者（仏）。 母名より連想
2023	66	23066	マルシュロレーヌの2023	マルシュボヌール	Marche Bonheur	仏語	幸せへの行進（仏）。母名より連想
2023	67	23067	ブランシェクールの2023	フィアスゲイル	Fierce Gale	英語	疾風。父名より連想
2023	68	23068	オーロトラジェの2023	ノンブルドール	Nombre d’Or	仏語	黄金比(仏)。父名、母名より連想
2023	69	23069	ヴィルデローゼの2023	ミスティパープル	Misty Purple	英語	薔薇の中でも特に香り高い品種。母名より連想
2023	70	23070	リャスナの2023	ラジャブルック	Rajah Brooke	英語	マレーシアの国蝶。競馬場で華麗に舞ってほしいという願いを込めて
2023	71	23071	ベルプラージュの2023	アーガイルショア	Argyle Shore	英語	カナダ、プリンスエドワード島にある赤い砂と崖が特徴的な海岸
2023	72	23072	ブルーメンクローネの2023	ローベルクランツ	Lorbeerkranz	独語	月桂冠（独）。勝者に与えられる月桂樹で作られた冠。母名より連想
2023	73	23073	トゥリフォーの2023	サンヴァランタン	Saint Valentin	仏語	バレンタインデー（仏）。本馬の誕生日にちなんで
2023	74	23074	パッシングスルーの2023	ブレットパス	Bullet Pass	英語	弾丸のような速いパス。弾丸のような走りを期待して。母名より連想
2023	75	23075	クルークハイトの2023	ブロンザイト	Bronzite	英語	ゴールドとブロンズの混同した色合いの輝石。本馬の毛色と父名より
2023	76	23076	ヒカルアモーレの2023	シルバーリム	Silver Limb	英語	銀の四肢。父名より連想
2023	77	23077	マルケッサの2023	ヴィスコンテッサ	Viscontessa	伊語	女性の子爵（伊）。母名より連想
2023	78	23078	スペクトロライトの2023	ガーネットフレア	Garnet Flare	英語	ガーネットの輝き。情熱的で輝かしい走りを期待して。母名より連想
2023	79	23079	グリューヴァインの2023	キンダープンシュ	Kinderpunsch	独語	クリスマスマーケットで飲まれるノンアルコールのドリンク。母名より
2023	80	23080	ティールグリーンの2023	カレイジャスビート	Courageous Beat	英語	勇敢な鼓動。馬の躍動感を表現
2023	81	23081	コルコバードの2023	クライストヒル	Christ Hill	英語	キリスト＋丘。コルコバードの丘にあるキリスト像に因んで。母名より
2023	82	23082	スウィートショットの2023	クラックショット	Crackshot	英語	射撃の名手。母名より連想
2023	83	23083	アドヴェントスの2023	ロージーキャンドル	Rosy Candle	英語	アドヴェントの祭事に使われるバラ色のろうそく。母名より連想
2023	84	23084	リリカルホワイトの2023	ロックターミガン	Rock Ptarmigan	英語	雷鳥。父名より連想
2023	85	23085	プルメリアスターの2023	パシフィックドーン	Pacific Dawn	英語	プルメリアの品種名、穏やかな夜明け。母名より連想
2023	86	23086	エールデュレーヴの2023	レゼルフォート	Les Ailes Fortes	仏語	強い翼（仏）。父名、母名より連想
2023	87	23087	ムーングロウの2023	ムーンリットアイル	Moonlit Isle	英語	月明かりに照らされた島。両親より連想。明るい未来と走りを願って
2023	88	23088	ティンバレスの2023	フリジアンモード	Phrygian Mode	英語	フリギア旋法。音階の一種
2023	89	23089	レオパルディナの2023	アルペングロー	Alpenglow	英語	高山の山頂で日の出の直前や日没直後に見られるバラ色の輝き
2023	90	23090	レディオブパーシャの2023	パーシャングレー	Persian Gray	英語	ペルシャの芦毛。母名および毛色より連想
2023	91	23091	ヴォーセルの2023	バルフルール	Barfleur	仏語	フランスのノルマンディー地方にある港町。母名より連想
2023	92	23092	エトワールⅢの2023	ヴェスタールカ	Vestalka	露語	バレエ作品「パキータ」の中の女性ソロの踊り
2023	93	23093	ジルズパレスの2023	ナインフォルド	Nine Fold	英語	9つの重なり。宮中を意味する九重とかけて。母名より連想
2023	94	23094	ペニーウェディングの2023	ペニーファウンテン	Penny Fountain	英語	噴水にコインを投げて願い事をする行為より連想。勝利を願って
2023	95	23095	バイラオーラの2023	バイラノーチェ	Baila Noche	西語	踊る（西）＋夜（西）。夜に踊ることをイメージして。母名より連想
2023	96	23096	シシリアンブリーズの2023	シシリアンマインド	Sicilian Mind	英語	シシリア人の心。父名、母名より連想
2023	97	23097	レディデラウェアの2023	ピードモント	Piedmont	英語	アメリカ合衆国東部から南部にかけて広がる丘陵地域。母名より連想
2023	98	23098	アナアメリカーナの2023	ヴォートセレスト	Voute Celeste	仏語	天空、青天井（仏）。父名より連想
2023	99	23099	ダンサールの2023	ギリーカラム	Gille Chaluim	ゲール語	スコットランドに伝わる剣舞。勝利の踊りとされている。母名より連想
2023	100	23100	エライヤの2023	エイル	Eir	古ノルド語	北欧神話に登場する最も優れた医術を持つ女神。本馬の健康を願って
2023	101	23101	ポジティブマインドの2023	スカイストライプス	Sky Stripes	英語	空に伸びる美しい縞模様。父名、母父名より連想
2023	102	23102	メジャーエンブレムの2023	レジーナレガリア	Regina Regalia	伊語	女王（伊）＋王権（伊）。父名、母名より連想
2023	103	23103	マハーバーラタの2023	プラカーシャ	Prakasa	サンスクリット語	光、輝き（サンスクリット）。父名、母名より連想
2023	104	23104	スーリーズの2023	グリオット	Griotte	仏語	さくらんぼの種類のひとつ。母名より連想
2023	105	23105	クレスクントの2023	シージャムブルース	C Jam Blues	英語	ジャズの名曲より。父名より連想
2022	1	22001	マリアライトの2022	ロジャリーマイン	Rogerley Mine	英語	イングランドにある世界有数の採石場を有する鉱山。母名より連想
2022	2	22002	ザズーの2022	アローグレイシャー	Arrow Glacier	英語	タンザニアにあるキリマンジャロの氷河の一つ。母名より連想
2022	3	22003	ヴィルデローゼの2022	グラフレナート	Graf Lennart	英語	バラの品種名。母名より連想
2022	4	22004	ラドラーダの2022	ブリッサドラーダ	Brisa Dorada	西語	黄金のそよ風（西）。ターフを軽快に駆け抜けて欲しい想い。母名より
2022	5	22005	アヴェンチュラの2022	ナヴィガトーレ	Navigatore	伊語	航海者（伊）。父名、母名より連想
2022	6	22006	アドマイヤセプターの2022	グロスビーク	Grosbeak	英語	アトリ科の鳥の総称。父名より連想
2022	7	22007	リリーバレロの2022	リバーバレイト	Reverberate	英語	鳴り響く。母名より連想
2022	8	22008	ピュアブリーゼの2022	ヴァーナリー	Vernally	英語	春のように。母名より連想
2022	9	22009	ファナティックの2022	ファンダム	Fandom	英語	熱狂的なファン。その大規模なコミュニティ。母名より連想
2022	10	22010	クルミナルの2022	レイニング	Reigning	英語	君臨する。 頂点に君臨することを願って。母名より連想
2022	11	22011	パルクデラモールの2022	コスタヴェルデ	Costa Verde	西語	ペルーのリマの景勝地。母系より連想
2022	12	22012	メリートの2022	サザリーバスター	Southerly Buster	英語	オーストラリア東部沿岸に吹きつける激しい季節風の名称
2022	13	22013	レオパルディナの2022	キアラメンテ	Chiaramente	伊語	明るく、はっきりと（音楽用語）。父名より連想
2022	14	22014	シングルゲイズの2022	テンダールック	Tender Look	英語	優しい眼差し、表情。母名より連想
2022	15	22015	ミリッサの2022	アルガムベイ	Arugam Bay	英語	スリランカのサーフィンの名所。母名より連想
2022	16	22016	レッドレグナントの2022	ジョリーレーヌ	Jolie Reine	仏語	おしゃれで綺麗な王妃（仏）。毛色と母名より連想
2022	17	22017	ルヴォワールの2022	ヴィルナタール	Ville Natale	仏語	故郷（仏）。母名より連想
2022	18	22018	リラヴァティの2022	サラスヴァティー	Sarasvati	サンスクリット語	芸術、学問などの知を司るヒンドゥー教の女神。母名より連想
2022	19	22019	ベルディーヴァの2022	シャンソンドール	Chanson d’Or	仏語	黄金の歌(仏)。父名、母名より連想
